0.570768178,0.719542384,0.767578125,-0.0395690203,0.0330291204,0.65054816,0.757714033,-0.0204890445,0.109968662,0.16688782,-0.039787095,-0.00449065724,-0.000935789605,-0.224266157,-0.0241901968,0.046264831,0.120793231,0.0226392634,0.00119041663,0.149409398,0.031148674,0.146901622,0.0389670245,0.106646746,0.0763463452,0.68689549,0.0429129601,-0.117050275,-0.11419972,0.694712639
0.571068347,0.719800949,0.768303692,-0.0405487008,0.0327450857,0.650592923,0.75763607,-0.0213451218,0.111656211,0.166905016,-0.0397934504,-0.0044420925,-0.000985393184,-0.225173011,-0.0218398981,0.0457322784,0.120592892,0.0228827577,0.00118725002,0.149156809,0.0310228523,0.146363333,0.0396125428,0.107805811,0.0772120655,0.68732363,0.040178258,-0.118851885,-0.114912383,0.690262258
0.570897222,0.719727457,0.770682037,-0.0413915887,0.0326455981,0.650438666,0.757727265,-0.0192373451,0.112702414,0.167170882,-0.0356011242,-0.00493917242,-0.000889530987,-0.223076507,-0.0197492484,0.043873515,0.124915242,0.0211247765,0.00114580267,0.15010941,0.0320062079,0.147545442,0.0386638343,0.109138712,0.0792097598,0.686897218,0.0389075652,-0.118948445,-0.115543611,0.689646482
0.570853889,0.719796479,0.773009241,-0.0415847376,0.0325091891,0.65023917,0.757893741,-0.0178385042,0.112791397,0.16765815,-0.0325230397,-0.00697391946,-0.000782542804,-0.223813206,-0.0194498003,0.0426825657,0.127035871,0.0191974845,0.00106337946,0.150842845,0.032030452,0.147214025,0.0383395925,0.109080248,0.0804935768,0.686732471,0.0393504389,-0.118405059,-0.116022505,0.689878762
0.570862472,0.719763696,0.773000598,-0.0416867249,0.0326884426,0.649936497,0.758139968,-0.0196310915,0.11322929,0.167870164,-0.0299286023,-0.00897611678,-0.000701530778,-0.225368798,-0.0195217505,0.0417396016,0.128792033,0.0173794888,0.000992167159,0.15232189,0.0316779166,0.146439865,0.0381040722,0.109084107,0.081629537,0.686888516,0.0394012742,-0.118222825,-0.116602801,0.690076292
0.570884049,0.719691694,0.772818446,-0.0422660299,0.0327311791,0.649637163,0.758362591,-0.0206478778,0.114254162,0.168057323,-0.028724663,-0.0108854957,-0.0006296176,-0.2270087,-0.0183708332,0.040701922,0.130126327,0.0158905908,0.000930100738,0.15241681,0.0321486183,0.146579266,0.038032297,0.108740397,0.0824773088,0.686809421,0.0391146988,-0.117881179,-0.1170009,0.689839005
0.570874155,0.719613969,0.773111343,-0.0423320867,0.0330294892,0.649359524,0.758583784,-0.0224686172,0.114248179,0.168230474,-0.0266993809,-0.0126257315,-0.000569304859,-0.228397518,-0.018780211,0.0401854292,0.131326377,0.0145670669,0.000866147282,0.153806269,0.031676732,0.146781191,0.0373975672,0.108044356,0.0830737203,0.686477721,0.0391997248,-0.118514054,-0.117849462,0.689596593
0.570848942,0.71953845,0.772778571,-0.0424093716,0.0334848873,0.649077177,0.758801043,-0.0234699752,0.113717325,0.168502524,-0.0253489185,-0.0140820229,-0.000503344927,-0.23016198,-0.0192050636,0.0398417488,0.132292837,0.0133967334,0.000813356717,0.154550031,0.0314517692,0.147112012,0.0371196494,0.107664391,0.0836266056,0.686384678,0.0387253053,-0.118395194,-0.118133381,0.689148784
0.570886016,0.719362557,0.772677898,-0.0424084365,0.0340192169,0.648783803,0.759028137,-0.0246319789,0.113180868,0.168699384,-0.0240430404,-0.0153777348,-0.000438446819,-0.231587946,-0.019873064,0.0395955741,0.133062229,0.012328187,0.000758733077,0.155694023,0.0315627083,0.147198573,0.036881201,0.107049093,0.0841049999,0.686318696,0.037976291,-0.119273648,-0.118629687,0.688890815
0.571083188,0.719536066,0.772971869,-0.0422457904,0.0343266465,0.648493528,0.759271443,-0.0253176708,0.113180541,0.168703094,-0.0226132907,-0.0167177096,-0.000365739397,-0.232536033,-0.0206828807,0.0395170934,0.134230986,0.0113492589,0.000688146218,0.156489626,0.0321882516,0.14673312,0.036908675,0.106930368,0.0848118737,0.686478198,0.0377389863,-0.120971046,-0.119534336,0.688752115
